Display_Name,country,sovereign,Status_GYR,protection_mpaguide_level,establishment_stage,designation,pa_type,area_km2,wdpa_id,wdpa_pid,Boundary_Join_Key,id,site_assessment_id,mpa_zone_id,proposed_date,designated_date,implemented_date,formally_recognized,regulations_in_force,status,affiliated_reports,source_file
Agulhas Bank Complex,ZAF,ZAF,Green,high,implemented,Controlled Pelagic Linefish Zone,"mpa, multiple-objective",724.8586889726563,,,,5498,465,68821440.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Misool,IDN,IDN,Green,high,actively managed,Marine Reserve,unknown,700.6538483632812,,None,None,3660,107,9240.0,,2005-01-01,,yes,yes,published,,designated_implemented
Refúgio De Vida Silvestre Do Arquipélago De Alcatrazes,BRA,BRA,Green,full,actively managed,Wildlife Refuge,unknown,666.5486493515625,,555636626,555636626,3584,126,68813227.0,,2016-01-01,,yes,yes,published,,designated_implemented
Pondoland,ZAF,ZAF,Green,full,actively managed,Restricted Zone,"mpa, multiple-objective",586.4301251679688,,,,5589,482,68821531.0,,1991-01-01,2004-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Cape Canyon,ZAF,ZAF,Green,full,implemented,Restricted Zone,"mpa, multiple-objective",583.3210604648438,,,,5510,467,68821452.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Exuma Cays Land and Sea Park,BHS,BHS,Green,full,actively managed,National Park,unknown,581.9719778222657,,2228,2228,627,3425,5874.0,,1964-01-01,,yes,yes,published,,designated_implemented
Gorgona - Natural Recovery Zone,COL,COL,Green,full,actively managed,National Natural Park,"mpa, primary conservation",580.874099640625,,10754,10754,6101,3660,849.0,,1984-07-19,1984-07-19,yes,yes,published,,designated_implemented
Namaqua,ZAF,ZAF,Green,full,actively managed,Restricted Zone,"mpa, multiple-objective",537.3569122929688,,,,5614,487,68821556.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Galápagos,ECU,ECU,Green,full,actively managed,Marine Reserve,"mpa, primary conservation",487.3981555546875,,None,None,429,69,68817265.0,,1998-01-01,,yes,yes,published,Pike et al. (2024),designated_implemented
Gully Zone 1,CAN,CAN,Green,full,actively managed,Marine Protected Area,"mpa, multiple-objective",475.40083689453127,,,,2286,116,68808406.0,1998-01-01,2004-01-01,2008-01-01,yes,yes,published,CPAWS (2021),designated_implemented
Walrus Islands,USA,USA,Green,high,actively managed,State Game Sanctuary,"mpa, multiple-objective",452.4954637011719,,,,338,111,7541.0,,1960-01-01,1960-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Addo Elephant National Park,ZAF,ZAF,Green,full,actively managed,Restricted Zone,"mpa, multiple-objective",446.0690961953125,,,,5500,466,68821442.0,,2004-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Misool,IDN,IDN,Green,high,actively managed,Gear Restricted Corridor,unknown,413.94971302734376,,None,None,3662,107,68808478.0,,2005-01-01,,yes,yes,published,,designated_implemented
Revillagigedo,MEX,MEX,Green,full,actively managed,National Park,unknown,406.4966979382325,,None,None,73,81,68817262.0,,2017-11-27,2019-10-01,yes,yes,published,Pike et al. (2024),designated_implemented
Oceanic Shoals,AUS,AUS,Green,high,actively managed,Marine Park,"mpa, primary conservation",406.1946260625,,555556896_A,555556896_A,2238,61,68808954.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Aliwal Shoal,ZAF,ZAF,Green,full,actively managed,Restricted Zone,"mpa, multiple-objective",370.9083459023437,,,,5516,473,68821458.0,,2004-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Niue Moana Mahu,NIU,NIU,Green,high,implemented,Special Management Area,"mpa, primary conservation",353.09005924609374,,None,None,2221,82,68817274.0,2017-10-05,2020-04-21,2020-05-01,yes,yes,published,Pike et al. (2024),designated_implemented
Kure Atoll,UMI,USA,Green,full,actively managed,State Wildlife Sanctuary,"mpa, primary conservation",331.97900769140625,,21019,21019,2531,3,1531.0,,,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
La Parguera,PRI,USA,Green,high,implemented,Nature Reserve,"mpa, primary conservation",326.40877808789065,,,,730,1181,8902.0,,1979-09-01,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Cabezas de San Juan,PRI,USA,Green,high,implemented,Nature Reserve,unknown,306.688165703125,,,,2454,3266,8898.0,,1986-01-29,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Great Barrier Reef Coast,AUS,AUS,Green,full,actively managed,Marine Park,"mpa, multiple-objective",293.8912577578125,,None,None,3011,67,68819745.0,,,,yes,yes,published,Pike et al. (2024),designated_implemented
Tsitsikamma,ZAF,ZAF,Green,full,actively managed,Restricted Zone,"mpa, multiple-objective",292.513322296875,,,,5608,485,68821550.0,,1964-01-01,2016-01-01,yes,yes,published,Field et al. (2025),designated_implemented
De Hoop,ZAF,ZAF,Green,full,actively managed,Restricted Zone,"mpa, multiple-objective",288.8825136484375,,,,5490,463,68821432.0,,1985-01-01,2000-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Florida Keys,USA,USA,Green,full,actively managed,Ecological Reserve,unknown,282.5566324394531,,None,None,718,102,68819572.0,,2001-07-01,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Jardines de la Reina,CUB,CUB,Green,high,actively managed,National Park,unknown,263.4386315546875,,302609,302609,3677,133,68821350.0,,2010-01-01,,yes,yes,published,,designated_implemented
NISOS GYAROS KAI THALASSIA ZONI,GRC,GRC,Green,full,actively managed,Site of Community Importance (Habitats Directive),unknown,260.5496245546875,,555722237,555722237,3094,3385,68819798.0,2002-01-01,,2019-07-04,yes,unknown,published,Giakoumi et al. (2023),designated_implemented
Dwesa-Cwebe,ZAF,ZAF,Green,full,actively managed,Restricted Zone,"mpa, multiple-objective",249.72891867578124,,,,5494,464,68821436.0,,1991-01-01,2015-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Cahuita,CRI,CRI,Green,high,actively managed,National Park,"mpa, multiple-objective",243.874181375,,2235,2235,6110,3661,269.0,,1978-01-01,,yes,yes,published,,designated_implemented
Mariana Arc Of Fire,MNP,USA,Green,high,actively managed,National Wildlife Refuge,"mpa, multiple-objective",221.33872721289063,,,,697,80,8782.0,,2009-01-06,2024-05-01,yes,yes,published,"Sullivan-Stack et al. (2022), Pike et al. (2024)",designated_implemented
Perairan Kepulauan Fam (Raja Ampat),IDN,IDN,Green,full,actively managed,None,"mpa, primary conservation",209.15159392578124,,None,None,3671,124,68819777.0,,2007-01-01,2009-01-01,yes,yes,published,,designated_implemented
Agulhas Muds,ZAF,ZAF,Green,full,implemented,Sanctuary Zone,"mpa, multiple-objective",206.90967616015624,,,,5512,469,68821454.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Marianas Trench - Volcanic Unit,MNP,USA,Green,high,actively managed,Marine National Monument,"mpa, multiple-objective",189.46367269140623,,555512147,555512147,679,80,8807497.0,,2009-01-06,2024-05-01,yes,yes,published,"Pike et al. (2024), Sullivan-Stack et al. (2022)",designated_implemented
Florida Keys,USA,USA,Green,full,actively managed,Ecological Reserve,unknown,187.21907116992188,,None,None,716,102,68819573.0,,2001-07-01,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Ethnikou Thalassiou Parkou Alonnisou Voreion Sporadon,GRC,GRC,Green,full,implemented,Ethnikou Thalassiou Parkou Alonnisou Voreion Sporadon,unknown,161.61912694921875,,349993,349993,3071,203,4897.0,1986-01-01,1992-01-01,2003-06-01,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Ethnikou Thalassiou Parkou Alonnisou Voreion Sporadon,GRC,GRC,Green,full,implemented,Ethnikou Thalassiou Parkou Alonnisou Voreion Sporadon,unknown,161.61912694921875,,349993,349993,3074,203,4897.0,1986-01-01,1992-01-01,2003-06-01,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Kahoolawe - Zone B,USA,USA,Green,high,actively managed,Island Reserve,"mpa, primary conservation",160.88515808825684,,,,116,191,8152.0,,1993-01-01,1993-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Addo Elephant National Park,ZAF,ZAF,Green,full,actively managed,Restricted Zone,"mpa, multiple-objective",159.74496092578124,,,,5501,466,68821443.0,2016-02-01,2019-05-01,2019-05-01,yes,yes,published,Field et al. (2025),designated_implemented
American Samoa,ASM,USA,Green,full,actively managed,Marine National Monument,"mpa, primary conservation",157.6880532890625,,,,2546,85,68819726.0,,2009-01-01,2009-01-01,yes,yes,published,"Pike et al. (2024), Sullivan-Stack et al. (2022)",designated_implemented
Wilsons Promontory,AUS,AUS,Green,full,actively managed,Marine National Park,unknown,155.85694527734375,,305425,305425,1660,2603,3899.0,,2002-11-16,,yes,yes,published,,designated_implemented
Arnavon Islands,SLB,SLB,Green,high,actively managed,Community Conserved Area,"mpa, primary conservation",153.52717479296874,,10538,10538,830,3113,6034.0,,1995-01-01,,yes,yes,published,,designated_implemented
Great Barrier Reef,AUS,AUS,Green,high,actively managed,Marine Park,"mpa, primary conservation",152.96299459375,,None,None,411,68,68808375.0,1975-01-01,2003-01-01,2004-01-01,yes,yes,published,Pike et al. (2024),designated_implemented
Flower Garden Banks [No Activity Zone],USA,USA,Green,high,implemented,National Marine Sanctuary,"mpa, primary conservation",145.67873422070312,,,,729,175,8696.0,,,,yes,yes,published,,designated_implemented
Walrus Islands,USA,USA,Green,full,actively managed,State Game Sanctuary,unknown,140.81816587109375,,,,2547,111,68819727.0,,1960-01-01,1960-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Robben Island,ZAF,ZAF,Green,high,implemented,Controlled Zone,"mpa, multiple-objective",137.15867476953125,,,,5529,474,68821471.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Jardines de la Reina,CUB,CUB,Green,full,actively managed,National Park,unknown,133.484326046875,,302609,302609,1862,133,3701.0,,2010-01-01,,yes,yes,published,,designated_implemented
Dry Tortugas,USA,USA,Green,full,actively managed,Research Natural Area,"mpa, primary conservation",119.59166122460938,,None,None,710,103,68808318.0,,2007-01-01,2007-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Great Barrier Reef Coast,AUS,AUS,Green,high,actively managed,Marine Park,unknown,117.6308425234375,,None,None,3014,67,68819747.0,,,,yes,yes,published,Pike et al. (2024),designated_implemented
Apo Reef Natural Park,PHL,PHL,Green,high,actively managed,Natural Park,"mpa, primary conservation",116.76188844140626,,306549,306549,3253,122,4197.0,1980-01-01,1996-09-06,1996-09-06,yes,yes,published,,designated_implemented
Santa Barbara Island,USA,USA,Green,full,actively managed,Federal Marine Reserve,"mpa, primary conservation",113.8914166953125,,,,2405,3019,68808268.0,,,,yes,yes,published,,designated_implemented
Channel Islands,USA,USA,Green,full,actively managed,State Marine Reserve,"mpa, primary conservation",105.5391363125,,None,None,2393,129,7590.0,,,,yes,yes,published,,designated_implemented
Caribe Mexicano,MEX,MEX,Green,full,actively managed,Biosphere Reserve,"mpa, multiple-objective",100.97099118309768,,555624306_B,555624306_B,34,87,68808626.0,,2016-12-07,2016-12-07,yes,yes,published,Pike et al. (2024),designated_implemented
Begg Rock (San Nicolas Island),USA,USA,Green,full,actively managed,State Marine Reserve,"mpa, primary conservation",98.32291783984375,,,,2524,3016,68808024.0,,2012-01-01,,yes,yes,published,,designated_implemented
Apo Reef Natural Park,PHL,PHL,Green,full,actively managed,Natural Park,"mpa, primary conservation",96.89016749609377,,None,None,3252,122,68819762.0,1980-01-01,1996-09-06,1996-09-06,yes,yes,published,,designated_implemented
Protea Banks,ZAF,ZAF,Green,high,implemented,Controlled-Pelagic Linefish Zone,"mpa, multiple-objective",89.168909015625,,,,5537,476,68821479.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Aliwal Shoal,ZAF,ZAF,Green,high,actively managed,Controlled-Pelagic Linefish Zone,"mpa, multiple-objective",87.79682642578125,,,,5519,473,68821461.0,,2004-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Isla de Mona Natural Reserve (No-Take Zone),PRI,USA,Green,full,actively managed,Nature Reserve,unknown,86.97312399804687,,12438,12438,273,98,68808319.0,,1986-06-04,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Vandenberg,USA,USA,Green,full,actively managed,State Marine Reserve,"mpa, primary conservation",85.228951265625,,,,2526,942,7644.0,,2007-09-01,,yes,yes,published,,designated_implemented
Richardson Rock,USA,USA,Green,full,actively managed,Federal Marine Reserve,"mpa, primary conservation",82.80791123828125,,,,2392,3018,68808267.0,,,,yes,yes,published,,designated_implemented
Buck Island Reef,VIR,USA,Green,full,actively managed,National Monument,"mpa, primary conservation",76.84153279296875,,1047,1047,3539,1706,8339.0,1948-01-01,1961-01-01,2001-01-17,yes,yes,published,,designated_implemented
Emily and Richardson Preyer Buckridge,USA,USA,Green,full,implemented,Coastal Reserve,unknown,73.64390171679688,,,,263,582,8443.0,,2000-07-31,2011-10-11,yes,yes,published,,designated_implemented
Isla del Coco,CRI,CRI,Green,full,actively managed,National Park,"mpa, primary conservation",70.40948446484374,,170,170,1106,96,68817269.0,,1978-01-01,1984-01-01,yes,yes,published,Pike et al. (2024),designated_implemented
Harris Point,USA,USA,Green,full,actively managed,State Marine Reserve,"mpa, primary conservation",65.7788667578125,,,,2395,3198,7592.0,,,,yes,yes,published,,designated_implemented
Robben Island,ZAF,ZAF,Green,full,implemented,Restricted Zone,"mpa, multiple-objective",65.4729624921875,,,,5528,474,68821470.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Stewarts Point,USA,USA,Green,full,actively managed,State Marine Reserve,"mpa, primary conservation",62.3167506328125,,,,2599,3232,7653.0,,2010-05-01,,yes,yes,published,,designated_implemented
Harris Point,USA,USA,Green,full,actively managed,Federal Marine Reserve,"mpa, primary conservation",61.169805234375,,,,2394,3329,68808266.0,,,,yes,yes,published,,designated_implemented
Apo Reef Natural Park,PHL,PHL,Green,full,actively managed,Natural Park,"mpa, primary conservation",60.93295719921875,,5218,5218,3250,122,7700536.0,1980-01-01,1996-09-06,1996-09-06,yes,yes,published,,designated_implemented
Ethnikou Thalassiou Parkou Voreion Sporadon,GRC,GRC,Green,high,implemented,Ethnikou Thalassiou Parkou Voreion Sporadon,unknown,59.99578351171875,,328996,328996,3075,204,4862.0,1986-01-01,1992-01-01,2003-06-01,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Ethnikou Thalassiou Parkou Voreion Sporadon,GRC,GRC,Green,high,implemented,Ethnikou Thalassiou Parkou Voreion Sporadon,unknown,59.99578351171875,,328996,328996,3076,204,4862.0,1986-01-01,1992-01-01,2003-06-01,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Virgin Islands,USA,VIR,Green,high,actively managed,National Park,"mpa, multiple-objective",59.74105415625,,342,342,6306,3788,,1956-08-02,1976-01-01,1983-01-01,yes,yes,published,,designated_implemented
uThukela,ZAF,ZAF,Green,high,actively managed,Controlled-Pelagic Linefish Zone,"mpa, multiple-objective",59.39743869140625,,,,5581,480,68821523.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Alaska Maritime- Simeonof 1 Mile Buffer Zone,USA,USA,Green,high,actively managed,National Wildlife Refuge,unknown,59.141995578125,,None,None,759,101,68819713.0,1980-01-01,1980-01-01,1988-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Point Conception,USA,USA,Green,full,actively managed,State Marine Reserve,"mpa, primary conservation",58.33541463671875,,,,2603,828,68808019.0,,,2012-01-01,yes,yes,published,,designated_implemented
Footprint,USA,USA,Green,full,actively managed,Federal Marine Reserve,"mpa, primary conservation",55.277218921875,,,,2409,3344,68808264.0,,,,yes,yes,published,,designated_implemented
Gull Island,USA,USA,Green,full,actively managed,State Marine Reserve,"mpa, primary conservation",51.62191144921875,,,,2408,3204,7597.0,,,,yes,yes,published,,designated_implemented
Virgin Islands Coral Reef,VIR,USA,Green,high,actively managed,National Monument,"mpa, primary conservation",51.48527790625,,555672191,555672191,3575,2716,60008342.0,,2001-01-17,,yes,yes,published,,designated_implemented
Aldabra Atoll,SYC,SYC,Green,high,actively managed,Special Reserve,unknown,48.87870880859375,,None,None,2234,72,68819551.0,,1981-01-01,1998-01-01,yes,yes,published,,designated_implemented
Walker Bay Whale Sanctuary,ZAF,ZAF,Green,full,implemented,Sanctuary Zone,unknown,48.71519016796875,,,,5607,484,68821549.0,,2001-01-01,2001-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Double Cone Rock,USA,USA,Green,high,actively managed,State Marine Conservation Area,"mpa, multiple-objective",47.8958808125,,,,2561,1847,68808071.0,,2012-01-01,,yes,yes,published,,designated_implemented
North Farallon Islands,USA,USA,Green,full,actively managed,State Marine Reserve,unknown,46.79805316015625,,,,2529,3239,7680.0,,2010-05-01,,yes,yes,published,,designated_implemented
Hluleka,ZAF,ZAF,Green,full,actively managed,Restricted Zone,"mpa, multiple-objective",40.8620611953125,,,,5632,489,68821574.0,,1991-01-01,2000-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Isla de Lobos,URY,URY,Green,high,implemented,Marine Protected Area,"mpa, primary conservation",40.007417515625,,,,4297,618,,2023-06-08,2024-08-22,2024-08-22,yes,unknown,published,,designated_implemented
